opportunity_id,opportunity_name,stage,deal_value,sales_rep,account_type,partner_involved,product_category,competitor,next_step_defined,created_date,last_interaction_date,expected_close_date,pipeline_age_days,days_since_last_interaction,size_bucket,forecast_month,stale_opportunity
1775,Opportunity 775,Mutual Interest,10720343,Ulysses H,New,Yes,Software,Fan A,No,2025-01-26,2025-04-15,2025-04-20,248,169,5M-100M,2025-04,True
1776,Opportunity 776,Discover,13234876,Damon S,New,No,Software,Fan E,No,2025-01-24,2025-03-17,2025-04-11,250,198,5M-100M,2025-04,True
1777,Opportunity 777,Mutual Interest,4954920,Maya Z,New,Yes,Software,Fan E,No,2025-09-23,2025-12-19,2026-01-18,8,-79,1M-5M,2026-01,False
1778,Opportunity 778,Validate,10534879,Dexter W,New,Yes,Software,Fan B,No,2025-08-17,2025-10-04,2025-09-25,45,-3,5M-100M,2025-09,False
1779,Opportunity 779,Select,6394354,Ulysses H,New,No,Software,Fan C,No,2025-09-26,2025-12-23,2025-12-16,5,-83,5M-100M,2025-12,False
1780,Opportunity 780,Discover,2678653,Damon S,Existing,Yes,Software,Fan A,No,2025-05-05,2025-07-23,2025-07-07,149,70,1M-5M,2025-07,True
1781,Opportunity 781,Mutual Interest,8331104,Evangeline N,New,Yes,Electronics,Fan B,No,2025-06-21,2025-08-28,2025-09-19,102,34,5M-100M,2025-09,True
1782,Opportunity 782,Commit,23571491,Macon K,New,Yes,Software,Fan E,No,2025-08-22,2025-10-05,2026-02-11,40,-4,5M-100M,2026-02,False
1783,Opportunity 783,Validate,2828128,Macon K,New,No,Software,Fan E,No,2025-03-17,2025-04-03,2025-07-03,198,181,1M-5M,2025-07,True
1784,Opportunity 784,Validate,2829680,Xena J,New,Yes,Software,Fan A,No,2025-08-02,2025-09-09,2025-09-18,60,22,1M-5M,2025-09,False
1785,Opportunity 785,Mutual Interest,2463021,Macon K,Existing,Yes,Software,Fan E,No,2025-06-07,2025-06-17,2025-09-15,116,106,1M-5M,2025-09,True
1786,Opportunity 786,Select,869938,Howard W,Existing,Yes,Electronics,Fan E,No,2025-07-23,2025-09-15,2025-11-15,70,16,500K-1M,2025-11,False
1787,Opportunity 787,Mutual Interest,4994046,Damon S,Existing,Yes,Software,Fan D,No,2025-05-29,2025-06-04,2025-07-29,125,119,1M-5M,2025-07,True
1788,Opportunity 788,Discover,20934379,Xena J,Existing,Yes,Electronics,Fan C,No,2025-03-16,2025-03-22,2025-05-27,199,193,5M-100M,2025-05,True
1789,Opportunity 789,Mutual Interest,10948349,Hayden E,Existing,Yes,Software,Fan E,No,2025-08-17,2025-10-08,2025-12-07,45,-7,5M-100M,2025-12,False
1790,Opportunity 790,Validate,7252805,Howard W,New,Yes,Software,Fan D,No,2025-03-03,2025-03-18,2025-06-09,212,197,5M-100M,2025-06,True
1791,Opportunity 791,Mutual Interest,10374669,Macon K,Existing,No,Electronics,Fan B,No,2025-02-27,2025-05-06,2025-05-17,216,148,5M-100M,2025-05,True
1792,Opportunity 792,Select,4941711,Reece P,New,Yes,Software,Fan E,No,2025-04-18,2025-06-14,2025-05-29,166,109,1M-5M,2025-05,True
1793,Opportunity 793,Commit,858151,Dieter C,New,Yes,Software,Fan B,No,2025-07-06,2025-08-31,2025-10-28,87,31,500K-1M,2025-10,True
1794,Opportunity 794,Decide,22758802,Reece P,New,Yes,Software,Fan E,No,2025-08-17,2025-08-24,2026-01-16,45,38,5M-100M,2026-01,True
1795,Opportunity 795,Mutual Interest,32131566,Howard W,Existing,Yes,Software,Fan A,No,2025-02-17,2025-04-09,2025-05-15,226,175,5M-100M,2025-05,True
1796,Opportunity 796,Select,3708773,Evangeline N,Existing,Yes,Software,Fan D,Yes,2025-09-25,2025-11-22,2026-01-15,6,-52,1M-5M,2026-01,False
1797,Opportunity 797,Select,7414864,Macon K,New,Yes,Software,Fan D,No,2025-08-03,2025-10-06,2025-12-22,59,-5,5M-100M,2025-12,False
1798,Opportunity 798,Commit,6686499,Evangeline N,Existing,Yes,Software,Fan A,No,2025-09-11,2025-10-07,2026-02-15,20,-6,5M-100M,2026-02,False
1799,Opportunity 799,Validate,13545251,Evangeline N,Existing,No,Electronics,Fan C,No,2025-03-28,2025-05-25,2025-06-01,187,129,5M-100M,2025-06,True
1800,Opportunity 800,Select,67515796,Damon S,New,Yes,Electronics,Fan D,No,2025-06-30,2025-07-31,2025-09-21,93,62,5M-100M,2025-09,True
1801,Opportunity 801,Select,35738871,Dexter W,New,Yes,Software,Fan B,No,2025-01-25,2025-04-01,2025-04-11,249,183,5M-100M,2025-04,True
1802,Opportunity 802,Select,5653033,Damon S,Existing,Yes,Software,Fan D,Yes,2025-08-10,2025-08-23,2026-01-01,52,39,5M-100M,2026-01,True
1803,Opportunity 803,Select,17037998,Avram H,New,Yes,Software,Fan C,No,2025-02-18,2025-03-08,2025-07-21,225,207,5M-100M,2025-07,True
1804,Opportunity 804,Discover,40033543,Maya Z,Existing,Yes,Software,Fan B,No,2025-06-24,2025-09-07,2025-10-27,99,24,5M-100M,2025-10,False
1805,Opportunity 805,Discover,14505148,Howard W,New,Yes,Electronics,Fan B,No,2025-02-04,2025-02-17,2025-06-20,239,226,5M-100M,2025-06,True
1806,Opportunity 806,Validate,8836140,Ulysses H,New,Yes,Software,Fan A,No,2025-08-05,2025-08-29,2026-01-01,57,33,5M-100M,2026-01,True
1807,Opportunity 807,Mutual Interest,15175610,Maya Z,Existing,No,Software,Fan E,No,2025-07-28,2025-09-23,2025-12-05,65,8,5M-100M,2025-12,False
1808,Opportunity 808,Select,3821196,Hayden E,Existing,Yes,Electronics,Fan A,No,2025-06-09,2025-07-08,2025-10-19,114,85,1M-5M,2025-10,True
1809,Opportunity 809,Commit,4552844,Dieter C,Existing,Yes,Electronics,Fan E,No,2025-01-07,2025-03-04,2025-03-09,267,211,1M-5M,2025-03,True
1810,Opportunity 810,Mutual Interest,2478487,Damon S,Existing,Yes,Software,Fan A,No,2025-09-26,2025-11-19,2025-12-30,5,-49,1M-5M,2025-12,False
1811,Opportunity 811,Commit,12845157,Damon S,Existing,Yes,Software,Fan E,Yes,2025-05-06,2025-05-11,2025-06-15,148,143,5M-100M,2025-06,True
1812,Opportunity 812,Mutual Interest,7589805,Xena J,Existing,Yes,Software,Fan D,No,2025-03-31,2025-05-05,2025-09-24,184,149,5M-100M,2025-09,True
1813,Opportunity 813,Validate,3309336,Maya Z,New,No,Electronics,Fan B,No,2025-02-11,2025-03-02,2025-04-18,232,213,1M-5M,2025-04,True
1814,Opportunity 814,Select,7297079,Xena J,New,Yes,Software,Fan E,No,2025-06-08,2025-08-02,2025-10-17,115,60,5M-100M,2025-10,True
1815,Opportunity 815,Select,15618988,Ulysses H,New,No,Software,Fan D,Yes,2025-07-21,2025-10-06,2025-10-07,72,-5,5M-100M,2025-10,False
1816,Opportunity 816,Decide,88424069,Xena J,Existing,No,Software,Fan C,No,2025-04-01,2025-06-09,2025-05-19,183,114,5M-100M,2025-05,True
1817,Opportunity 817,Commit,29933279,Maya Z,New,Yes,Software,Fan A,No,2025-05-05,2025-06-18,2025-06-10,149,105,5M-100M,2025-06,True
1818,Opportunity 818,Mutual Interest,573218,Howard W,New,Yes,Software,Fan C,No,2025-05-06,2025-07-23,2025-10-15,148,70,500K-1M,2025-10,True
1819,Opportunity 819,Mutual Interest,11842083,Macon K,New,Yes,Electronics,Fan D,No,2025-02-21,2025-03-31,2025-05-03,222,184,5M-100M,2025-05,True
1820,Opportunity 820,Discover,49386571,Macon K,Existing,Yes,Electronics,Fan C,No,2025-04-13,2025-06-14,2025-08-08,171,109,5M-100M,2025-08,True
1821,Opportunity 821,Decide,1784326,Dieter C,Existing,No,Electronics,Fan C,No,2025-07-06,2025-07-28,2025-12-17,87,65,1M-5M,2025-12,True
1822,Opportunity 822,Discover,17224978,Hayden E,New,Yes,Software,Fan D,Yes,2025-07-24,2025-10-05,2025-09-02,69,-4,5M-100M,2025-09,False
1823,Opportunity 823,Discover,6689364,Damon S,Existing,No,Software,Fan B,No,2025-01-14,2025-02-23,2025-03-25,260,220,5M-100M,2025-03,True
1824,Opportunity 824,Discover,35333731,Ulysses H,New,Yes,Electronics,Fan E,Yes,2025-04-14,2025-05-10,2025-05-16,170,144,5M-100M,2025-05,True
1825,Opportunity 825,Commit,14434166,Damon S,New,No,Software,Fan A,No,2025-04-27,2025-05-02,2025-07-05,157,152,5M-100M,2025-07,True
1826,Opportunity 826,Commit,3076125,Avram H,Existing,No,Software,Fan E,No,2025-04-03,2025-05-27,2025-06-22,181,127,1M-5M,2025-06,True
1827,Opportunity 827,Validate,6982923,Dieter C,New,Yes,Software,Fan A,No,2025-05-24,2025-08-18,2025-07-24,130,44,5M-100M,2025-07,True
1828,Opportunity 828,Validate,7496637,Hayden E,Existing,Yes,Electronics,Fan E,No,2025-04-20,2025-06-08,2025-07-06,164,115,5M-100M,2025-07,True
1829,Opportunity 829,Discover,7665084,Dexter W,New,Yes,Software,Fan C,Yes,2025-06-12,2025-06-15,2025-09-20,111,108,5M-100M,2025-09,True
1830,Opportunity 830,Decide,34042337,Xena J,New,No,Electronics,Fan B,No,2025-02-22,2025-04-01,2025-08-18,221,183,5M-100M,2025-08,True
1831,Opportunity 831,Mutual Interest,3232789,Reece P,Existing,No,Software,Fan C,Yes,2025-01-03,2025-01-17,2025-05-01,271,257,1M-5M,2025-05,True
1832,Opportunity 832,Commit,29611151,Maya Z,New,No,Software,Fan B,No,2025-03-09,2025-04-25,2025-07-25,206,159,5M-100M,2025-07,True
1833,Opportunity 833,Decide,6182914,Damon S,Existing,Yes,Software,Fan D,Yes,2025-09-03,2025-09-17,2025-11-06,28,14,5M-100M,2025-11,False
1834,Opportunity 834,Select,11619709,Xena J,Existing,Yes,Software,Fan A,No,2025-05-18,2025-08-01,2025-10-02,136,61,5M-100M,2025-10,True
1835,Opportunity 835,Commit,9692404,Ulysses H,New,No,Software,Fan A,No,2025-03-07,2025-05-19,2025-05-15,208,135,5M-100M,2025-05,True
1836,Opportunity 836,Commit,8656608,Damon S,New,Yes,Electronics,Fan D,No,2025-06-04,2025-07-12,2025-08-24,119,81,5M-100M,2025-08,True
1837,Opportunity 837,Validate,8742236,Dexter W,New,No,Software,Fan E,Yes,2025-03-28,2025-05-31,2025-08-16,187,123,5M-100M,2025-08,True
1838,Opportunity 838,Mutual Interest,51076254,Macon K,New,Yes,Software,Fan D,Yes,2025-02-02,2025-03-18,2025-04-11,241,197,5M-100M,2025-04,True
1839,Opportunity 839,Mutual Interest,24420656,Hayden E,New,Yes,Software,Fan D,Yes,2025-03-09,2025-05-18,2025-06-14,206,136,5M-100M,2025-06,True
1840,Opportunity 840,Select,5750176,Dieter C,New,Yes,Software,Fan B,No,2025-07-06,2025-09-09,2025-10-19,87,22,5M-100M,2025-10,False
1841,Opportunity 841,Select,59372677,Hayden E,New,Yes,Software,Fan D,No,2025-07-11,2025-08-05,2025-10-13,82,57,5M-100M,2025-10,True
1842,Opportunity 842,Commit,12355567,Macon K,New,Yes,Software,Fan A,No,2025-08-01,2025-08-17,2025-10-31,61,45,5M-100M,2025-10,True
1843,Opportunity 843,Discover,13648621,Damon S,Existing,Yes,Electronics,Fan C,No,2025-03-29,2025-04-13,2025-04-29,186,171,5M-100M,2025-04,True
1844,Opportunity 844,Validate,3253419,Ulysses H,Existing,Yes,Software,Fan B,No,2025-04-18,2025-07-08,2025-09-28,166,85,1M-5M,2025-09,True
1845,Opportunity 845,Validate,4891461,Hayden E,Existing,Yes,Software,Fan B,No,2025-08-28,2025-08-31,2026-01-26,34,31,1M-5M,2026-01,True
1846,Opportunity 846,Commit,3889517,Hayden E,New,Yes,Software,Fan E,No,2025-08-04,2025-10-10,2025-11-16,58,-9,1M-5M,2025-11,False
1847,Opportunity 847,Decide,9853008,Dexter W,Existing,No,Software,Fan C,No,2025-06-26,2025-08-02,2025-09-03,97,60,5M-100M,2025-09,True
1848,Opportunity 848,Discover,19125626,Maya Z,New,No,Electronics,Fan B,Yes,2025-02-22,2025-05-14,2025-06-20,221,140,5M-100M,2025-06,True
1849,Opportunity 849,Commit,13806896,Ulysses H,Existing,No,Software,Fan D,No,2025-02-18,2025-04-14,2025-04-16,225,170,5M-100M,2025-04,True
1850,Opportunity 850,Discover,59748401,Ulysses H,Existing,No,Electronics,Fan B,No,2025-04-24,2025-06-01,2025-08-11,160,122,5M-100M,2025-08,True
1851,Opportunity 851,Discover,3062341,Howard W,New,Yes,Software,Fan B,No,2025-04-05,2025-06-07,2025-07-06,179,116,1M-5M,2025-07,True
1852,Opportunity 852,Discover,10199434,Macon K,Existing,Yes,Software,Fan B,No,2025-01-25,2025-01-26,2025-07-13,249,248,5M-100M,2025-07,True
1853,Opportunity 853,Commit,1905915,Howard W,Existing,Yes,Electronics,Fan E,No,2025-05-12,2025-07-22,2025-07-21,142,71,1M-5M,2025-07,True
1854,Opportunity 854,Validate,2939514,Macon K,Existing,Yes,Software,Fan B,No,2025-06-28,2025-07-17,2025-08-25,95,76,1M-5M,2025-08,True
1855,Opportunity 855,Validate,40527610,Hayden E,Existing,Yes,Software,Fan B,No,2025-05-25,2025-07-16,2025-07-16,129,77,5M-100M,2025-07,True
1856,Opportunity 856,Discover,5097201,Macon K,New,Yes,Software,Fan E,No,2025-07-17,2025-08-16,2025-11-03,76,46,5M-100M,2025-11,True
1857,Opportunity 857,Decide,3388722,Reece P,New,Yes,Electronics,Fan C,No,2025-03-25,2025-05-19,2025-06-13,190,135,1M-5M,2025-06,True
1858,Opportunity 858,Mutual Interest,689710,Howard W,New,Yes,Software,Fan A,No,2025-06-06,2025-06-20,2025-10-25,117,103,500K-1M,2025-10,True
1859,Opportunity 859,Commit,3348337,Hayden E,Existing,Yes,Software,Fan E,No,2025-03-26,2025-04-08,2025-08-07,189,176,1M-5M,2025-08,True
1860,Opportunity 860,Mutual Interest,6945910,Evangeline N,New,Yes,Software,Fan E,No,2025-09-10,2025-12-03,2025-11-23,21,-63,5M-100M,2025-11,False
1861,Opportunity 861,Decide,1742996,Avram H,Existing,Yes,Software,Fan B,No,2025-03-13,2025-04-09,2025-07-10,202,175,1M-5M,2025-07,True
1862,Opportunity 862,Commit,6482779,Avram H,New,Yes,Electronics,Fan B,No,2025-08-11,2025-11-08,2026-02-06,51,-38,5M-100M,2026-02,False
1863,Opportunity 863,Discover,40823043,Ulysses H,New,Yes,Software,Fan A,No,2025-09-21,2025-09-30,2026-03-07,10,1,5M-100M,2026-03,False
1864,Opportunity 864,Validate,3802744,Reece P,New,Yes,Software,Fan B,No,2025-09-03,2025-10-14,2026-02-14,28,-13,1M-5M,2026-02,False
1865,Opportunity 865,Mutual Interest,2864603,Dexter W,Existing,Yes,Electronics,Fan D,Yes,2025-03-02,2025-04-19,2025-06-28,213,165,1M-5M,2025-06,True
1866,Opportunity 866,Select,2306676,Maya Z,New,No,Software,Fan B,No,2025-09-16,2025-09-28,2025-10-30,15,3,1M-5M,2025-10,False
1867,Opportunity 867,Select,2257758,Howard W,New,No,Software,Fan B,Yes,2025-01-07,2025-01-17,2025-04-23,267,257,1M-5M,2025-04,True
1868,Opportunity 868,Decide,16897782,Evangeline N,New,Yes,Software,Fan D,No,2025-07-07,2025-07-13,2025-11-19,86,80,5M-100M,2025-11,True
1869,Opportunity 869,Discover,9420535,Hayden E,New,No,Software,Fan A,No,2025-01-04,2025-02-07,2025-05-03,270,236,5M-100M,2025-05,True
1870,Opportunity 870,Mutual Interest,28014372,Reece P,New,Yes,Software,Fan D,No,2025-08-19,2025-10-10,2025-12-13,43,-9,5M-100M,2025-12,False
1871,Opportunity 871,Discover,100312961,Ulysses H,Existing,Yes,Software,Fan E,Yes,2025-05-13,2025-06-23,2025-08-11,141,100,100M+,2025-08,True
1872,Opportunity 872,Mutual Interest,988091,Dieter C,New,Yes,Software,Fan D,No,2025-05-05,2025-07-27,2025-09-19,149,66,500K-1M,2025-09,True
1873,Opportunity 873,Decide,14021388,Howard W,New,Yes,Software,Fan C,No,2025-01-15,2025-01-21,2025-04-15,259,253,5M-100M,2025-04,True
1874,Opportunity 874,Decide,2321343,Reece P,Existing,Yes,Software,Fan E,No,2025-01-13,2025-01-15,2025-04-03,261,259,1M-5M,2025-04,True
1875,Opportunity 875,Select,22900725,Howard W,Existing,Yes,Software,Fan B,Yes,2025-04-28,2025-05-13,2025-06-08,156,141,5M-100M,2025-06,True
1876,Opportunity 876,Discover,6412152,Dieter C,Existing,Yes,Software,Fan E,No,2025-08-28,2025-09-14,2025-12-12,34,17,5M-100M,2025-12,False
1877,Opportunity 877,Commit,9182291,Maya Z,New,Yes,Electronics,Fan A,No,2025-09-20,2025-10-06,2026-02-08,11,-5,5M-100M,2026-02,False
1878,Opportunity 878,Select,1905370,Maya Z,Existing,Yes,Software,Fan A,Yes,2025-01-06,2025-02-03,2025-04-11,268,240,1M-5M,2025-04,True
1879,Opportunity 879,Discover,5326940,Dexter W,Existing,Yes,Software,Fan D,No,2025-08-19,2025-11-12,2026-01-10,43,-42,5M-100M,2026-01,False
1880,Opportunity 880,Select,9895539,Avram H,Existing,Yes,Software,Fan E,No,2025-01-30,2025-04-12,2025-03-30,244,172,5M-100M,2025-03,True
1881,Opportunity 881,Commit,45231023,Macon K,New,Yes,Electronics,Fan B,No,2025-01-22,2025-02-01,2025-06-05,252,242,5M-100M,2025-06,True
1882,Opportunity 882,Validate,3424710,Xena J,New,Yes,Electronics,Fan A,No,2025-06-05,2025-06-15,2025-08-04,118,108,1M-5M,2025-08,True
1883,Opportunity 883,Validate,4588988,Xena J,Existing,Yes,Software,Fan B,No,2025-04-28,2025-05-08,2025-06-09,156,146,1M-5M,2025-06,True
1884,Opportunity 884,Validate,27595066,Howard W,New,Yes,Software,Fan C,No,2025-07-12,2025-09-23,2025-12-16,81,8,5M-100M,2025-12,False
1885,Opportunity 885,Validate,3168572,Dieter C,New,No,Software,Fan A,No,2025-07-14,2025-08-11,2025-11-21,79,51,1M-5M,2025-11,True
1886,Opportunity 886,Mutual Interest,35000124,Dexter W,Existing,Yes,Software,Fan D,No,2025-06-17,2025-07-11,2025-09-21,106,82,5M-100M,2025-09,True
1887,Opportunity 887,Validate,8789743,Xena J,Existing,No,Software,Fan C,Yes,2025-08-27,2025-09-15,2025-12-14,35,16,5M-100M,2025-12,False
1888,Opportunity 888,Commit,12784544,Macon K,New,Yes,Electronics,Fan E,No,2025-09-01,2025-11-08,2026-01-11,30,-38,5M-100M,2026-01,False
1889,Opportunity 889,Decide,13811702,Ulysses H,Existing,Yes,Software,Fan B,No,2025-03-10,2025-05-05,2025-04-27,205,149,5M-100M,2025-04,True
1890,Opportunity 890,Decide,4241957,Xena J,New,Yes,Software,Fan A,No,2025-04-05,2025-06-11,2025-09-24,179,112,1M-5M,2025-09,True
1891,Opportunity 891,Mutual Interest,14187391,Damon S,New,Yes,Software,Fan C,No,2025-03-18,2025-04-29,2025-05-18,197,155,5M-100M,2025-05,True
1892,Opportunity 892,Validate,3517131,Hayden E,Existing,Yes,Software,Fan C,No,2025-06-20,2025-07-02,2025-12-15,103,91,1M-5M,2025-12,True
1893,Opportunity 893,Validate,4864509,Dexter W,New,Yes,Electronics,Fan A,No,2025-01-01,2025-01-19,2025-04-05,273,255,1M-5M,2025-04,True
1894,Opportunity 894,Validate,17373023,Ulysses H,New,No,Electronics,Fan E,Yes,2025-03-03,2025-03-26,2025-04-28,212,189,5M-100M,2025-04,True
1895,Opportunity 895,Select,12636155,Reece P,Existing,No,Software,Fan E,No,2025-07-26,2025-10-18,2025-10-10,67,-17,5M-100M,2025-10,False
1896,Opportunity 896,Discover,8121635,Ulysses H,New,Yes,Software,Fan D,No,2025-06-03,2025-06-09,2025-07-14,120,114,5M-100M,2025-07,True
1897,Opportunity 897,Select,1962092,Avram H,New,Yes,Software,Fan E,No,2025-02-17,2025-04-11,2025-06-11,226,173,1M-5M,2025-06,True
1898,Opportunity 898,Discover,2647192,Reece P,Existing,Yes,Software,Fan D,Yes,2025-05-17,2025-06-28,2025-08-20,137,95,1M-5M,2025-08,True
1899,Opportunity 899,Validate,12385671,Evangeline N,Existing,Yes,Software,Fan C,No,2025-01-01,2025-03-08,2025-06-12,273,207,5M-100M,2025-06,True
1900,Opportunity 900,Validate,21392879,Hayden E,Existing,No,Software,Fan A,Yes,2025-08-23,2025-09-22,2026-02-05,39,9,5M-100M,2026-02,False
1901,Opportunity 901,Select,2346476,Hayden E,Existing,No,Electronics,Fan E,No,2025-09-13,2025-09-22,2026-03-09,18,9,1M-5M,2026-03,False
1902,Opportunity 902,Select,3243649,Hayden E,New,No,Software,Fan D,Yes,2025-04-17,2025-05-29,2025-09-03,167,125,1M-5M,2025-09,True
1903,Opportunity 903,Discover,10438612,Dieter C,Existing,Yes,Electronics,Fan C,No,2025-06-22,2025-07-26,2025-10-11,101,67,5M-100M,2025-10,True
1904,Opportunity 904,Decide,10173994,Hayden E,New,Yes,Software,Fan E,No,2025-05-10,2025-06-19,2025-10-11,144,104,5M-100M,2025-10,True
1905,Opportunity 905,Discover,1265846,Howard W,Existing,Yes,Electronics,Fan B,No,2025-02-09,2025-05-08,2025-05-12,234,146,1M-5M,2025-05,True
1906,Opportunity 906,Select,10787251,Hayden E,New,No,Software,Fan C,No,2025-01-16,2025-02-02,2025-04-27,258,241,5M-100M,2025-04,True
1907,Opportunity 907,Commit,4333814,Macon K,Existing,Yes,Software,Fan E,No,2025-05-07,2025-06-05,2025-09-11,147,118,1M-5M,2025-09,True
1908,Opportunity 908,Select,63672031,Hayden E,New,Yes,Software,Fan C,No,2025-07-22,2025-09-10,2025-11-01,71,21,5M-100M,2025-11,False
1909,Opportunity 909,Commit,11983463,Hayden E,New,Yes,Electronics,Fan A,No,2025-05-14,2025-07-29,2025-08-22,140,64,5M-100M,2025-08,True
1910,Opportunity 910,Mutual Interest,14735471,Dieter C,Existing,No,Software,Fan A,No,2025-09-16,2025-11-04,2025-11-14,15,-34,5M-100M,2025-11,False
1911,Opportunity 911,Select,15200382,Dexter W,Existing,Yes,Software,Fan A,No,2025-01-14,2025-03-28,2025-06-17,260,187,5M-100M,2025-06,True
1912,Opportunity 912,Mutual Interest,2070471,Howard W,Existing,Yes,Software,Fan B,No,2025-03-07,2025-05-07,2025-04-21,208,147,1M-5M,2025-04,True
1913,Opportunity 913,Decide,91573480,Dieter C,New,No,Software,Fan A,No,2025-07-14,2025-10-05,2025-12-23,79,-4,5M-100M,2025-12,False
1914,Opportunity 914,Discover,1267435,Maya Z,New,No,Software,Fan B,No,2025-04-24,2025-06-09,2025-07-09,160,114,1M-5M,2025-07,True
1915,Opportunity 915,Commit,23088466,Ulysses H,Existing,Yes,Electronics,Fan A,No,2025-06-08,2025-07-24,2025-10-16,115,69,5M-100M,2025-10,True
1916,Opportunity 916,Discover,18669406,Ulysses H,Existing,Yes,Software,Fan C,Yes,2025-06-10,2025-06-27,2025-10-24,113,96,5M-100M,2025-10,True
1917,Opportunity 917,Mutual Interest,5013260,Reece P,Existing,No,Software,Fan E,No,2025-09-11,2025-11-16,2026-02-13,20,-46,5M-100M,2026-02,False
1918,Opportunity 918,Commit,19771268,Dexter W,Existing,No,Software,Fan E,No,2025-01-15,2025-01-20,2025-03-07,259,254,5M-100M,2025-03,True
1919,Opportunity 919,Discover,6070261,Damon S,Existing,Yes,Software,Fan A,No,2025-02-06,2025-04-01,2025-05-29,237,183,5M-100M,2025-05,True
1920,Opportunity 920,Select,3950869,Ulysses H,New,Yes,Software,Fan E,No,2025-06-04,2025-06-20,2025-09-01,119,103,1M-5M,2025-09,True
1921,Opportunity 921,Validate,15610760,Xena J,Existing,Yes,Software,Fan A,No,2025-01-27,2025-04-18,2025-04-24,247,166,5M-100M,2025-04,True
1922,Opportunity 922,Mutual Interest,2655455,Damon S,Existing,No,Software,Fan A,No,2025-01-12,2025-01-19,2025-02-13,262,255,1M-5M,2025-02,True
1923,Opportunity 923,Discover,6789540,Hayden E,Existing,Yes,Software,Fan D,No,2025-03-08,2025-03-16,2025-05-21,207,199,5M-100M,2025-05,True
1924,Opportunity 924,Mutual Interest,4355665,Hayden E,Existing,Yes,Electronics,Fan D,Yes,2025-01-30,2025-04-12,2025-04-19,244,172,1M-5M,2025-04,True
1925,Opportunity 925,Mutual Interest,5937653,Howard W,Existing,Yes,Software,Fan D,No,2025-04-06,2025-07-02,2025-05-07,178,91,5M-100M,2025-05,True
1926,Opportunity 926,Commit,14935841,Damon S,New,No,Software,Fan B,No,2025-08-03,2025-10-24,2025-09-16,59,-23,5M-100M,2025-09,False
1927,Opportunity 927,Commit,4354674,Xena J,New,Yes,Software,Fan D,Yes,2025-07-13,2025-08-20,2026-01-01,80,42,1M-5M,2026-01,True
1928,Opportunity 928,Validate,7054747,Howard W,New,Yes,Software,Fan A,No,2025-05-15,2025-07-08,2025-09-17,139,85,5M-100M,2025-09,True
1929,Opportunity 929,Select,4858429,Macon K,Existing,Yes,Software,Fan C,No,2025-02-01,2025-04-18,2025-05-26,242,166,1M-5M,2025-05,True
1930,Opportunity 930,Mutual Interest,50263815,Dieter C,Existing,Yes,Software,Fan D,No,2025-02-08,2025-02-23,2025-06-28,235,220,5M-100M,2025-06,True
1931,Opportunity 931,Discover,13404953,Reece P,New,Yes,Electronics,Fan D,No,2025-07-25,2025-09-13,2025-09-15,68,18,5M-100M,2025-09,False
1932,Opportunity 932,Decide,11571821,Damon S,Existing,No,Software,Fan C,No,2025-02-12,2025-04-09,2025-06-20,231,175,5M-100M,2025-06,True
1933,Opportunity 933,Mutual Interest,20177974,Dexter W,New,Yes,Software,Fan A,No,2025-09-16,2025-09-25,2025-11-21,15,6,5M-100M,2025-11,False
1934,Opportunity 934,Mutual Interest,4355885,Hayden E,New,No,Software,Fan B,No,2025-09-06,2025-09-14,2026-01-20,25,17,1M-5M,2026-01,False
1935,Opportunity 935,Validate,24918191,Hayden E,Existing,Yes,Software,Fan D,No,2025-03-15,2025-04-03,2025-05-24,200,181,5M-100M,2025-05,True
1936,Opportunity 936,Select,13462428,Avram H,Existing,Yes,Software,Fan C,Yes,2025-07-09,2025-08-29,2025-10-03,84,33,5M-100M,2025-10,True
1937,Opportunity 937,Decide,1365363,Dieter C,New,Yes,Software,Fan A,No,2025-05-18,2025-07-29,2025-09-21,136,64,1M-5M,2025-09,True
1938,Opportunity 938,Commit,1601358,Dieter C,New,Yes,Software,Fan E,No,2025-06-15,2025-08-11,2025-08-08,108,51,1M-5M,2025-08,True
1939,Opportunity 939,Commit,4471540,Howard W,New,Yes,Software,Fan B,No,2025-01-26,2025-04-04,2025-06-14,248,180,1M-5M,2025-06,True
1940,Opportunity 940,Discover,1820810,Maya Z,New,No,Software,Fan C,No,2025-03-14,2025-04-14,2025-05-19,201,170,1M-5M,2025-05,True
1941,Opportunity 941,Decide,6676242,Maya Z,New,No,Software,Fan C,No,2025-04-25,2025-04-28,2025-07-03,159,156,5M-100M,2025-07,True
1942,Opportunity 942,Commit,2632683,Howard W,New,Yes,Software,Fan C,No,2025-02-20,2025-05-14,2025-06-14,223,140,1M-5M,2025-06,True
1943,Opportunity 943,Discover,7902836,Dexter W,New,No,Software,Fan D,No,2025-06-20,2025-08-02,2025-09-03,103,60,5M-100M,2025-09,True
1944,Opportunity 944,Select,48353600,Evangeline N,New,Yes,Electronics,Fan E,No,2025-09-25,2025-10-24,2026-02-03,6,-23,5M-100M,2026-02,False
1945,Opportunity 945,Discover,8374883,Howard W,New,No,Software,Fan B,No,2025-01-03,2025-01-13,2025-05-10,271,261,5M-100M,2025-05,True
1946,Opportunity 946,Commit,6177613,Dexter W,New,Yes,Software,Fan A,No,2025-07-29,2025-08-10,2025-09-15,64,52,5M-100M,2025-09,True
